Text,Text_Cleansing,negative,neutral,positive
"pertama mencoba ketika pertama buka dulu di jalan lodaya , bakso kampung dengan harga murah dengan tempat lumayan . rasanya sih biasa saja , tetapi beberapa hari lalu mencoba kembali setelah sekian lama . bakso kampung yang kini berada di jalan veteran berubah sudah rasa tidak enak , mahal lagi , dari kuah di hitung , sayur sedikit dihitung apa-apa di hitung terpisah jatuh nya mahal sekali .",pe coba pe buka jalan lodaya bakso kampung harga murah lumayan sih coba sekian bakso kampung jalan veteran ubah enak mahal kuah hitung sayur hitung apaapa hitung pisah jatuh nya mahal,1,0,0
"saya lihat tempat nya memang cukup nyaman untuk nongkrong bersama kawan-kawan , namun mungkin karena upnormal yang kini memang sedang mengetren di kalangan anak muda sehingga sering nya penuh , dan butuh waktu yang cukup lama untuk menunggu pesanan .",lihat nya nyaman nongkrong kawankawan upnormal tren kalang anak muda nya penuh butuh tunggu pesan,0,0,1
"tadi saya ke gramed manyar say mau membelanjakan voucher yang saya dapat dari tukar poin telkomsel bbrapa hari yang lalu , tetapi kenapa pas sampek di kasir dibilang nya sudah tidak bisa , aduh . saya khawatir mereka salah paham dikira saya baru mau tukar poin",gramed manyar sayang belanja kupon tukar poin telkomsel pas kasir bilang nya aduh khawatir salah paham tukar poin,1,0,0
gus dur selain buta mata nya juga buta hati nya .,gus dur buta mata nya buta hati nya,1,0,0
"wakil ketua umum dmi , resmikan beberapa masjid di kota makassar",wakil ketua dewan masjid indonesia resmi masjid kota makassar,0,1,0
tidak diragukan,ragu,0,0,1
"bu risma kerja nya cuma marah-marah , tidak jelas",bu risma kerja nya marahmarah,1,0,0
yang sekarang harus diwaspadai bahaya nyata hti dan pks alias pki syariah pengusung khilafah rongsokan budaya arab .,waspada bahaya nyata hati partai adil sejahtera alias partai komunis indonesia syariat usung khilafah rongsok budaya arab,1,0,0
"kalau yang liburan ke bandung dan lembang harus menyempatkan makan di sini , kalau akhir pekan mengantre tetapi setimpal rasa makanan , harga dan tempat nya",libur bandung lembang sempat makan pekan antre timpal makan harga nya,0,0,1
"menu yang sangat enak dan harga yang sangat terjangkau , tempat yang nyaman . kombinasi ayam dan keju adalah ide yang unik . tersedia level pedas 1 sampai dengan 5 . disarankan untuk tidak memilih level 2 ke atas bagi yang tidak menyukai makanan pedas",menu enak harga jangkau nyaman kombinasi ayam keju ide unik sedia level pedas saran pilih level suka makan pedas,0,0,1
"saya mencoba makan siang di tempat ini karena direkomendasikan oleh teman saya , pertama masuk langsung berasa masuk ke dalam rumah bergaya zaman dahulu yang nyaman dan terkesan luas , saya mendapatkan tempat di gazebo di halaman belakang , saya langsung membayangkan , kalau malam kesini nya pasti akan lebih indah . saya memesan salmon goreng dan teman saya memesan nasi kebuli , rasa makanan nya sangat lezat .",coba makan siang rekomendasi teman pe masuk langsung asa masuk rumah gaya zaman nyaman kes luas gazebo halaman langsung bayang malam kesini nya indah mes salmon goreng teman mes nasi kebuli makan nya lezat,0,0,1
"positif : - makanan campuran sunda dan modern sehingga tidak membosankan - pilihan makanan banyak - pelayan nya ramah - tempat makan bersih dan unik - pemandangan enak , perbukitan , sawah dan kolam-kolam ikan resto nagrek - parkiran luas - mushallah bersih banget - toillet banyak dan bersih - ada atm.",positif makan campur sunda modern bosan pilih makan layan nya ramah makan bersih unik pandang enak bukit sawah kolamkolam ikan resto nagrek parkir luas mushallah bersih banget toillet bersih atm,0,0,1
itulah goblok nya pak say . sudah digebukin dan ditendangin sama prabowo yang sinting otak nya masih mau menyembah kayak tidak punya harga diri .,goblok nya sayang gebuk ditendangin prabowo sinting otak nya sembah kayak harga,1,0,0
"tempat makan ini bertema zaman dahulu dengan dekorasi dan tatanan perabotan yang zaman dahulu juga . pelayanan cukup menyenangkan walaupun saya harus meminta garpu sampai 3 kali . makanan yang saya coba ikan goreng calo-calo komplet , dan rasanya enak ! harga juga cukup oke di kantong . rekomendasi !",makan be emak zaman dekorasi tatanan perabot zaman layan senang garpu kali makan coba ikan goreng calocalo komplet enak harga oke kantong rekomendasi,0,0,1
tempat ini sangat romantis dengan pemandangan malam yang bagus . cocok untuk makan malam keluarga . suasana malam hari juga romantis dengan kerap kerlip pemandangan bandung pada malam hari,romantis pandang malam bagus cocok makan malam keluarga suasana malam romantis kerap kerlip pandang bandung malam,0,0,1
"harga motor indonesia terlalu mahal di bandingkan luar negeri , bahan baku jelek hanya bermain di disign",harga motor indonesia mahal banding negeri bahan baku jelek main disign,1,0,0
sudah bosan dengan yang begitu begitu saja .,bosan,1,0,0
"rumah makan enak-enak adalah makan sunda tidak ada yang istimewa , umum nya ayam , tahu , gurame goteng atau bakar . minuman nya juga enak-enak semua .",rumah makan enakenak makan sunda istimewa nya ayam gurame goteng bakar minum nya enakenak,0,0,1
"kita datang ke sana magrib begitu , makan diarea outdor biar bisa melihat citylight , untuk harga makanan memang was tetapi porsi nya banyak kok , kalau mau yang murah pesan steak salmon saja 190k untuk yang standar nya 245k tenderloin isi nya banyak dan komplit . pelayanan nya oke secara ini resto mevvah , makanan nya juga oke , tempat nya romantis banget apalagi kalau datang buat merayakan sesuatu yang spesial .",magrib makan area outdor biar citylight harga makan was porsi nya murah pesan steak salmon ratus sembilan puluh k standar nya ratus puluh k tenderloin isi nya komplit layan nya oke resto mevvah makan nya oke nya romantis banget raya spesial,0,0,1
"saya dan suami memesan nasi bali dan beef steak . rentang harga hampir sama dengan restoran-restoran sekitar dago lainnya . city view nya oke dan sangat dingin sekali udara di sana untuk meja di luar , jika anda lebih suka yang hangat disarankan untuk memesan meja indoor saja .",suami mes nasi bal beef steak rentang harga restoranrestoran dago city view nya oke dingin udara meja suka hangat saran mes meja indoor,0,0,1
"amin , selalu setia minimal dari saya sekolah sampai sekarang",amin setia minimal sekolah,0,0,1
untuk mengetahui promo-promo yang sedang berlangsung di tokopedia kamu dapat mengunungi halaman berikut .,promopromo tokopedia mengunungi halaman,0,1,0
"hello , tolong pantau keadaan dan kebersiham kfc cawangan muar store id : 1010128 . lingkungan nya yang sangat kotor . saya sangat kecewa .",halo tolong pantau kebersiham kentaki fried chicken cawangan muar store id juta puluh ribu ratus puluh delapan lingkung nya kotor kecewa,1,0,0
yang jual handphone android samsung xiaomi bukan minus merapat ya,jual handphone android samsung omi minus rapat ya,0,1,0
teman saya bekerja di gojek,teman gojek,0,1,0
awal nya saya penasaran dengan makanan seperti apakah cuanki itu ? ternyata semacam bakso pangsit / siomay diberi kuah . beli setengah porsi saja sudah cukup mengenyangkan . jika ke sini sebaiknya agak bagian sehingga tidak perlu terlalu antre . pilihlah tempat kosong di dekat pohon jika masih ada yang tersisa karena di dalam sangat panas . yang agak mengherankan adalah kenapa pesan tidak sekalian bayar ? jadi harus mengganti dua kali capek .,nya penasaran makan sepe i cuanki bakso pangsit siomay kuah beli porsi kenyang antre pilih kosong pohon sisa panas heran pesan bayar ganti kali cape,1,0,0
rapi,rapi,0,0,1
pelayanan yang sangat memuaskan dari garuda indonesia,layan muas garuda indonesia,0,0,1
"kalau dilihat-lihat , sandiaga uno sama nadiem makarim mirip ya",dilihatlihat sandiaga uno nadiem makarim ya,0,1,0
tembak mati jokowi memakai mandat utama patriot kepahlawanan para pahlawan dan para pejuang bangsa dan nkri !,tembak mati jokowi pakai mandat utama patriot pahlawan pahlawan juang bangsa negara satu republik indonesia,1,0,0
apa yang kalian perbuat untuk orang-orang yang melanggar hukum ite ? tidak ada ! kalian membiarkan mereka bebas ! polisi sekarang tolol semua,buat orangorang langgar hukum informasi transaksi elektronik biar bebas polisi tolol,1,0,0
"hari jam at , 31 oktober 2014 , saya memesan makanan penutup pancake blueberry di giggle box braga . mengecewakan , selai blueberry nya asam seperti sudah basi , dan pelayan nya pun acuh tak acuh , sulit dipanggil karena sibuk dengan pelayan lainnya padahal restoran tidak ramai pengunjung . tolong diperbaiki pelayanan nya ditinjau ulang makanan nya .",jam at puluh oktober ribu belas mes makan tutup pancake blueberry giggle box braga kecewa selai blueberry nya asam sepe i basi layan nya acuh acuh sulit panggil sibuk layan restoran ramai unjung tolong baik layan nya tinjau ulang makan nya,1,0,0
"waktu itu ke sana pas malam , dan cuaca nya dingiikan sekali jadi kita ambil tempat didalem saja daripada masuk angin di luar hehe . menu nya banyak , murah enak . buat foto-foto juga lucu di sini",pas malam cuaca nya dingiikan ambil dalem masuk angin hehe menu nya murah enak fotofoto lucu,0,0,1
tempat nya bagus . romantis . cocok buat ajak pasangan / keluarga . makanan nya enak . coba deh buntut goreng nya,nya bagus romantis cocok ajak pasang keluarga makan nya enak coba deh buntut goreng nya,0,0,1
rasa ramen nya biasa banget tetapi harga nya menyentuh rp 20 . 000 . masih banyak kedai ramen di bandung yang menyediakan ramen dengan rasa yang jauh lebih enak dengan harga yang sama .,ramen nya banget harga nya sentuh rupiah puluh nol kedai ramen bandung sedia ramen enak harga,1,0,0
muka nya si zaadit kek anjing !,muka nya sih zaadit kayak anjing,1,0,0
pbb diizinkan beroperasi di rakhine myanmar,pbb izin operasi rakhine myanmar,0,1,0
banci lu enggak berani balas lagi dasar penakut mekelsung,banci berani balas dasar takut mekelsung,1,0,0
rasa sangat biasa saja dibanding gerai-gerai lain di bandung yang juga menawarkan mi . harga di sini juga tidak murah jika disesuaikan dengan rasa yang didapatkan .,banding geraigerai bandung tawar mi harga murah sesuai dapat,1,0,0
"mie nya halus , rasanya mantap sayang porsi nya kurang banyak , lokasi di dalam perumahan namun tidak terlalu sulit mencapai nya .",mie nya halus mantap sayang porsi nya lokasi rumah sulit capai nya,0,0,1
"saya percaya hidangan bakso di sini itu bersih , maka dari itu tidak masalah dengan harga di atas 10 ribu asal bersih dan tes enak . favorit saya adalah bakso super urat nya , gede , kenyal , dan enak banget . biasanya saya order bakso goreng nya juga , karena di sini juga juara loh . puas banget deh , tidak apa-apa mengantre demi bakso enak yang bersih .",percaya hidang bakso bersih harga puluh ribu bersih tes enak favorit bakso super urat nya gede kenyal enak banget order bakso goreng nya juara puas banget deh apaapa antre bakso enak bersih,0,0,1
"lomie beda dari yang lain berkuah bening , enak sekali apabila ditambah dengan usus goreng , jangan lupa beli liang teh",lomie beda kuah bening enak tambah usus goreng lupa beli liang teh,0,0,1
"mie nya enak , beda dari yang lain , kecil-kecil gitu . pertama beli seh terlihat tidak meyakinkan , pas dicoba , enak . kalau bakso standar , seperti baso-baso malang begitu . pangsit nya apalagi . mm : 9 tetapi mie nya wajib dicoba .",mie nya enak beda kecilkecil pe beli sih pas coba enak bakso standar sepe i basobaso malang pangsit nya mm sembilan mie nya wajib coba,0,0,1
kami menjual meat grinder manual penggiling daging sayuran buah pasta meat mincer,jual meat grinder manual giling daging sayur buah pasta meat mincer,0,1,0
"bisa melihat bandung dari sini . pemandangan nya benar-benar juara . makanan nya jempol 4 tangan sama kaki , jadi enak dan so deliciosooo",bandung pandang nya benarbenar juara makan nya jempol tangan kaki enak sok deliciosooo,0,0,1
"tolong di tindak manusia ini , kalau perlu di suspend saja sekalian , driver kacau !",tolong tindak manusia suspend driver kacau,1,0,0
"di cabang taman kopo indah , tidak diberikan lalapan . rasa ayam goreng biasa saja , tapi rasa ayam bakar nya enak , hanya saja bagi saya agak terlalu pedas padahal pesan yang sedang . ayam nya benar benar pakai ayam kampung , terasa beda nya . dan porsi nasi nya cukup besar . secara keseluruhan baik cukup puas",cabang taman kopo indah lalap ayam goreng ayam bakar nya enak pedas pesan ayam nya pakai ayam kampung beda nya porsi nasi nya puas,0,0,1
untuk mengajukan kerjasama / sponsorship ibu elsa dpt menghubungi : pt . bank mandiri persero tbk corporate secretary cont,aju kerja sponsorship elsa hubung pt bank mandiri persero tbk corporate secretary cont,0,1,0
"nyobain nasi plus kikil dibalut telur dadar . aneka pilihan menu nya membuat bingung memilih . ada dua lokasi di cihampelas , ramai pengunjung nya , ke banyak an anak muda , lumayan cepat penyajian nya , pegawai juga banyak , program kasir sudah komputerisasi .",coba nasi plus kikil balut telur dadar aneka pilih menu nya bingung pilih lokasi cihampelas ramai unjung nya an anak muda lumayan cepat saji nya pegawai program kasir komputerisasi,0,0,1
busana jember carnival festival pukau warga rusia,busana jember carnival festival pukau warga rusia,0,0,1
saya ria a mohon dicek nomor resi jd000409334 transaksi di saya dapat telepon dari j amp ; triliun sorong papua barat atas nama pak agus 6282198801958 .,ria a mohon cek nomor resi ratus sembilan ribu ratus puluh transaksi telepon j amp triliun sorong papua barat nama agus enam triliun ratus delapan puluh miliar ratus sembilan puluh delapan juta delapan ratus ribu sembilan ratus puluh delapan,0,1,0
"menyajikan banyak makanan lokal , terutama sunda , rasa lezat dengan harga terjangkau . lebih enak makan di sini saja sih . saya rekomendasikan .",saji makan lokal sunda lezat harga jangkau enak makan sih rekomendasi,0,0,1
"rumah makan yang nyaman lumayan enak , saya mencoba soto rawon nya cukup enak dihidangkan di atas api kecil jadi hangat terus . sayang di sana banyak kolam tapi tanpa ada ikan . bayangkan saja kalau ada ikan koi pasti lebih asik . harga ya sekelas makan di mal .",rumah makan nyaman lumayan enak coba soto rawon nya enak hidang api hangat sayang kolam ikan bayang ikan koi asyik harga ya kelas makan mal,0,0,1
ingin gue bacok kepala jokowi itu kasih makan ke anjing bos saya . presiden bodoh .,bacok kepala jokowi kasih makan anjing bos presiden bodoh,1,0,0
mungkin aku seperti rasa-rasa indomie begitu kali ya ? mau kesal tapi lihat muka nya jadi gemas,sepe i rasarasa indomie kali ya kesal lihat muka nya gemas,0,0,1
"raja sunda menyajikan masakan sunda dan seafood . lokasi nya di jalan pasteur , suasana nya enak . yang direkomendasikan : keredok dan nasi timbel nya .",raja sunda saji masakan sunda seafood lokasi nya jalan pasteur suasana nya enak rekomendasi keredok nasi timbel nya,0,0,1
